task_id,description,category,deadline_days,workload_hours,current_assignee,priority,desc_length,clean_description
T00995,Add notification system for recurring events in admin,feature,4,1.9,divya,Low,8,add notification system recurr event admin
T00996,"Build export to user-reported functionality for profile reports. Customer escalation, please prioritize.",feature,2,1.8,farhan,Medium,12,build export user report functionality profile report customer escalation please prioritize
T00997,"Set up monitoring alerts for checkout after user-reported deploy. Customer escalation, please prioritize.",deployment,2,2.6,divya,Medium,13,set monitor alert checkout after user report deploy customer escalation please prioritize
T00998,Migrate admin database to automated during maintenance window. Related to the API gateway incident from last week.,deployment,8,19.8,hassan,Medium,17,migrate admin database automat dur maintenance window relat api gateway incident last week
T00999,Null pointer exception occurring in inventory module during nightly operation. Please review before the next sprint.,bug,0,9.5,divya,High,16,null pointer exception occurr inventory module dur night operation please review before next sprint
T01000,"Set up regression test suite for profile after critical change. Blocked by another team, follow up needed.",testing,15,8.5,hassan,Low,17,set regression test suite profile after critical change block another team follow need
T01001,Implement dark mode support for billing screen,feature,8,17.7,bharath,Low,7,implement dark mode support bill screen
T01002,"Perform load testing on admin service under urgent traffic. Blocked by another team, follow up needed.",testing,6,3.5,alice,Low,16,perform load test admin service urgent traffic block another team follow need
T01003,Data not saving correctly after critical update in reporting form,bug,3,5.1,chen,High,10,data sav correct after critical update report form
T01004,Fix crash when user uploads automated file on admin page,bug,2,10.8,bharath,High,10,fix crash user upload automat file admin page
T01005,Data not saving correctly after minor update in API gateway form. Related to the admin incident from last week.,bug,2,5.2,divya,Medium,19,data sav correct after minor update api gateway form relat admin incident last week
T01006,Null pointer exception occurring in checkout module during quarterly operation. Please review before the next sprint.,bug,1,9.4,esha,High,16,null pointer exception occurr checkout module dur quarter operation please review before next sprint
T01007,Update API docs for the admin endpoint covering automated usage,documentation,5,10.5,bharath,Low,10,update api doc admin endpoint cover automat usage
T01008,Create changelog entry for large release of billing,bug,0,9.9,farhan,Low,8,create changelog entry large release bill
T01009,"Provision new large servers for auth scaling. Blocked by another team, follow up needed.",deployment,5,27.6,chen,Medium,14,provision new large server auth scal block another team follow need
T01010,Data not saving correctly after minor update in API gateway form,bug,15,18.2,alice,Medium,11,data sav correct after minor update api gateway form
T01011,Update API docs for the search endpoint covering minor usage. Related to the inventory incident from last week.,documentation,3,1.2,alice,Low,18,update api doc search endpoint cover minor usage relat inventory incident last week
T01012,Add notification system for urgent events in billing,feature,2,8.1,farhan,Medium,8,add notification system urgent event bill
T01013,"Increase test coverage for mobile app edge cases in automated. Customer escalation, please prioritize.",testing,8,15.8,esha,Medium,14,increase test coverage mobile app edge cas automat customer escalation please prioritize
T01014,Add integration tests covering recurring flow in profile. Related to the auth incident from last week.,testing,15,13.3,divya,Low,16,add integration test cover recurr flow profile relat auth incident last week
T01015,"Data not saving correctly after critical update in search form. Customer escalation, please prioritize.",bug,1,14.7,farhan,High,14,data sav correct after critical update search form customer escalation please prioritize
T01016,Add integration tests covering nightly flow in billing. Related to the billing incident from last week.,testing,1,19.0,farhan,Medium,16,add integration test cover night flow bill relat bill incident last week
T01017,Create new nightly widget for the search homepage,feature,4,5.4,hassan,Medium,8,create new night widget search homepage
T01018,Add notification system for user-reported events in admin. Please review before the next sprint.,feature,0,11.3,bharath,High,14,add notification system user report event admin please review before next sprint
T01019,Migrate API gateway database to recurring during maintenance window,deployment,1,32.5,divya,Medium,9,migrate api gateway database recurr dur maintenance window
